;;;;;;;;;;;;x,,,,,,,,,,,,,
return_core_on_title;Enable 'Return Cores' decisions;;;;;;;;;;;;x,,
return_cores_AVA_desc;We hold provinces that Pagan has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_AWA_title;Return cores to Oudh;;;;;;;;;;;;;;;;;;;;x,,
return_cores_AWA_desc;We hold provinces that Oudh has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_AYR_title;Return cores to Air;;;;;;;;;;;;;;;;;;;;x,,
return_cores_AYR_desc;We hold provinces that Air has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_AZT_title;Return cores to Aztec;;;;;;;;;;;;;;;;;;;;x,,
return_cores_AZT_desc;We hold provinces that Aztec has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BAL_title;Return cores to Bali;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BAL_desc;We hold provinces that Bali has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BAV_title;Return cores to Bavaria;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BAV_desc;We hold provinces that Bavaria has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BER_title;Return cores to Baroda;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BER_desc;We hold provinces that Baroda has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BEY_title;Return cores to Berry;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BEY_desc;We hold provinces that Berry has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BHU_title;Return cores to Paro;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BHU_desc;We hold provinces that Paro has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BLC_title;Return cores to Makran;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BLC_desc;We hold provinces that Makran has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BLM_title;Return cores to Blambangan;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BLM_desc;We hold provinces that Blambangan has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BNG_title;Return cores to Bengal;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BNG_desc;We hold provinces that Bengal has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BNY_title;Return cores to Bunyoro;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BNY_desc;We hold provinces that Bunyoro has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BOH_title;Return cores to Bohemia;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BOH_desc;We hold provinces that Bohemia has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BOS_title;Return cores to Bosnia;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BOS_desc;We hold provinces that Bosnia has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BOU_title;Return cores to Greater Bourbon;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BOU_desc;We hold provinces that Greater Bourbon has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BRD_title;Return cores to Burundi;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BRD_desc;We hold provinces that Burundi has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BRT_title;Return cores to Brittany;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BRT_desc;We hold provinces that Brittany has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BRU_title;Return cores to Brunei;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BRU_desc;We hold provinces that Brunei has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BRY_title;Return cores to Buryatia;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BRY_desc;We hold provinces that Buryatia has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BSG_title;Return cores to Busoga;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BSG_desc;We hold provinces that Busoga has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BTN_title;Return cores to Buton;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BTN_desc;We hold provinces that Buton has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BTU_title;Return cores to Butuan;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BTU_desc;We hold provinces that Butuan has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BUG_title;Return cores to Buganda;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BUG_desc;We hold provinces that Buganda has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BUN_title;Return cores to Bundelkhand;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BUN_desc;We hold provinces that Bundelkhand has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BUR_title;Return cores to Taungu;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BUR_desc;We hold provinces that Taungu has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_BYZ_title;Return cores to Byzantium;;;;;;;;;;;;;;;;;;;;x,,
return_cores_BYZ_desc;We hold provinces that Byzantium has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CAM_title;Return cores to Khmer;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CAM_desc;We hold provinces that Khmer has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CAS_title;Return cores to Cascadia;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CAS_desc;We hold provinces that Cascadia has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CCQ_title;Return cores to Calchaqui;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CCQ_desc;We hold provinces that Calchaqui has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CDL_title;Return cores to Dali;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CDL_desc;We hold provinces that Dali has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CEQ_title;Return cores to Vidrland;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CEQ_desc;We hold provinces that Vidrland has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CGS_title;Return cores to Changsheng;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CGS_desc;We hold provinces that Changsheng has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CHA_title;Return cores to Champa;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CHA_desc;We hold provinces that Champa has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CHC_title;Return cores to Chu;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CHC_desc;We hold provinces that Chu has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CHG_title;Return cores to Chagatai;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CHG_desc;We hold provinces that Chagatai has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CHK_title;Return cores to Champasak;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CHK_desc;We hold provinces that Champasak has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CHM_title;Return cores to Chimu;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CHM_desc;We hold provinces that Chimu has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CHU_title;Return cores to Chukchi;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CHU_desc;We hold provinces that Chukchi has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CIR_title;Return cores to Circassia;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CIR_desc;We hold provinces that Circassia has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CJA_title;Return cores to Cajamarca;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CJA_desc;We hold provinces that Cajamarca has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CKW_title;Return cores to Chokwe;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CKW_desc;We hold provinces that Chokwe has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CLM_title;Return cores to New Skoldjrland;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CLM_desc;We hold provinces that New Skoldjrland has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CMA_title;Return cores to Colima;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CMA_desc;We hold provinces that Colima has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CMI_title;Return cores to Miao;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CMI_desc;We hold provinces that Miao has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CRA_title;Return cores to Charca;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CRA_desc;We hold provinces that Charca has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CRI_title;Return cores to Crimea;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CRI_desc;We hold provinces that Crimea has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CRO_title;Return cores to Greater, Purer and Most Upper Bosnias;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CRO_desc;We hold provinces that Greater, Purer and Most Upper Bosnias has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CRS_title;Return cores to Corsica;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CRS_desc;We hold provinces that Corsica has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CSH_title;Return cores to Shun;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CSH_desc;We hold provinces that Shun has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CSK_title;Return cores to Chosokabe;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CSK_desc;We hold provinces that Chosokabe has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CSU_title;Return cores to Cusco;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CSU_desc;We hold provinces that Cusco has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CWU_title;Return cores to Wu;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CWU_desc;We hold provinces that Wu has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CXI_title;Return cores to Xi;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CXI_desc;We hold provinces that Xi has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CYA_title;Return cores to Chachapoya;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CYA_desc;We hold provinces that Chachapoya has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_CYI_title;Return cores to Yi;;;;;;;;;;;;;;;;;;;;x,,
return_cores_CYI_desc;We hold provinces that Yi has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_DAI_title;Return cores to Dai Viet;;;;;;;;;;;;;;;;;;;;x,,
return_cores_DAI_desc;We hold provinces that Dai Viet has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_DEN_title;Return cores to Denmark;;;;;;;;;;;;;;;;;;;;x,,
return_cores_DEN_desc;We hold provinces that Denmark has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_DLH_title;Return cores to Delhi;;;;;;;;;;;;;;;;;;;;x,,
return_cores_DLH_desc;We hold provinces that Delhi has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_DLI_title;Return cores to Deli;;;;;;;;;;;;;;;;;;;;x,,
return_cores_DLI_desc;We hold provinces that Deli has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_EGY_title;Return cores to Mamluks;;;;;;;;;;;;;;;;;;;;x,,
return_cores_EGY_desc;We hold provinces that Mamluks has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_EJZ_title;Return cores to Donghai;;;;;;;;;;;;;;;;;;;;x,,
return_cores_EJZ_desc;We hold provinces that Donghai has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_ENG_title;Return cores to Great Britain;;;;;;;;;;;;;;;;;;;;x,,
return_cores_ENG_desc;We hold provinces that Great Britain has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_ETH_title;Return cores to Ethiopia;;;;;;;;;;;;;;;;;;;;x,,
return_cores_ETH_desc;We hold provinces that Ethiopia has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_FEO_title;Return cores to Theodoro;;;;;;;;;;;;;;;;;;;;x,,
return_cores_FEO_desc;We hold provinces that Theodoro has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_FIN_title;Return cores to Greater Finland;;;;;;;;;;;;;;;;;;;;x,,
return_cores_FIN_desc;We hold provinces that Greater Finland has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_FLA_title;Return cores to Flanders;;;;;;;;;;;;;;;;;;;;x,,
return_cores_FLA_desc;We hold provinces that Flanders has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_FRA_title;Return cores to France;;;;;;;;;;;;;;;;;;;;x,,
return_cores_FRA_desc;We hold provinces that France has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_FUL_title;Return cores to Fura Jalon;;;;;;;;;;;;;;;;;;;;x,,
return_cores_FUL_desc;We hold provinces that Fura Jalon has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_GEO_title;Return cores to Georgia;;;;;;;;;;;;;;;;;;;;x,,
return_cores_GEO_desc;We hold provinces that Georgia has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_GER_title;Return cores to East Francia;;;;;;;;;;;;;;;;;;;;x,,
return_cores_GER_desc;We hold provinces that East Francia has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_GOC_title;Return cores to Racakonda;;;;;;;;;;;;;;;;;;;;x,,
return_cores_GOC_desc;We hold provinces that Racakonda has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_GRA_title;Return cores to Granada;;;;;;;;;;;;;;;;;;;;x,,
return_cores_GRA_desc;We hold provinces that Granada has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_GRE_title;Return cores to Hellas;;;;;;;;;;;;;;;;;;;;x,,
return_cores_GRE_desc;We hold provinces that Hellas has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_GRH_title;Return cores to Great Horde;;;;;;;;;;;;;;;;;;;;x,,
return_cores_GRH_desc;We hold provinces that Great Horde has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_GUG_title;Return cores to Guge;;;;;;;;;;;;;;;;;;;;x,,
return_cores_GUG_desc;We hold provinces that Guge has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_GUJ_title;Return cores to Gujarat;;;;;;;;;;;;;;;;;;;;x,,
return_cores_GUJ_desc;We hold provinces that Gujarat has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_HAN_title;Return cores to Hanover;;;;;;;;;;;;;;;;;;;;x,,
return_cores_HAN_desc;We hold provinces that Hanover has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_HAR_title;Return cores to Harar;;;;;;;;;;;;;;;;;;;;x,,
return_cores_HAR_desc;We hold provinces that Harar has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_HDJ_title;Return cores to Hejaz;;;;;;;;;;;;;;;;;;;;x,,
return_cores_HDJ_desc;We hold provinces that Hejaz has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_HDR_title;Return cores to Hadramawt;;;;;;;;;;;;;;;;;;;;x,,
return_cores_HDR_desc;We hold provinces that Hadramawt has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_HES_title;Return cores to Hesse;;;;;;;;;;;;;;;;;;;;x,,
return_cores_HES_desc;We hold provinces that Hesse has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_HJA_title;Return cores to Huyla;;;;;;;;;;;;;;;;;;;;x,,
return_cores_HJA_desc;We hold provinces that Huyla has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_HOD_title;Return cores to Khodynt;;;;;;;;;;;;;;;;;;;;x,,
return_cores_HOD_desc;We hold provinces that Khodynt has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_HSC_title;Return cores to Gaeldom;;;;;;;;;;;;;;;;;;;;x,,
return_cores_HSC_desc;We hold provinces that Gaeldom has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_HST_title;Return cores to Huastec;;;;;;;;;;;;;;;;;;;;x,,
return_cores_HST_desc;We hold provinces that Huastec has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_HUA_title;Return cores to Huai;;;;;;;;;;;;;;;;;;;;x,,
return_cores_HUA_desc;We hold provinces that Huai has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_ICL_title;Return cores to Iceland;;;;;;;;;;;;;;;;;;;;x,,
return_cores_ICL_desc;We hold provinces that Iceland has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_ICM_title;Return cores to Ichma;;;;;;;;;;;;;;;;;;;;x,,
return_cores_ICM_desc;We hold provinces that Ichma has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_IRE_title;Return cores to Ireland;;;;;;;;;;;;;;;;;;;;x,,
return_cores_IRE_desc;We hold provinces that Ireland has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_IRQ_title;Return cores to Iraq;;;;;;;;;;;;;;;;;;;;x,,
return_cores_IRQ_desc;We hold provinces that Iraq has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_ISS_title;Return cores to Isshiki;;;;;;;;;;;;;;;;;;;;x,,
return_cores_ISS_desc;We hold provinces that Isshiki has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_ITA_title;Return cores to Italy;;;;;;;;;;;;;;;;;;;;x,,
return_cores_ITA_desc;We hold provinces that Italy has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_ITZ_title;Return cores to Itza;;;;;;;;;;;;;;;;;;;;x,,
return_cores_ITZ_desc;We hold provinces that Itza has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_JAP_title;Return cores to Japan;;;;;;;;;;;;;;;;;;;;x,,
return_cores_JAP_desc;We hold provinces that Japan has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_JAR_title;Return cores to Jarai;;;;;;;;;;;;;;;;;;;;x,,
return_cores_JAR_desc;We hold provinces that Jarai has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_JGD_title;Return cores to Junagarh;;;;;;;;;;;;;;;;;;;;x,,
return_cores_JGD_desc;We hold provinces that Junagarh has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_JIM_title;Return cores to Jimma;;;;;;;;;;;;;;;;;;;;x,,
return_cores_JIM_desc;We hold provinces that Jimma has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_JIN_title;Return cores to Jin;;;;;;;;;;;;;;;;;;;;x,,
return_cores_JIN_desc;We hold provinces that Jin has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_JML_title;Return cores to Jumla;;;;;;;;;;;;;;;;;;;;x,,
return_cores_JML_desc;We hold provinces that Jumla has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_JNN_title;Return cores to Jenné;;;;;;;;;;;;;;;;;;;;x,,
return_cores_JNN_desc;We hold provinces that Jenné has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_KAF_title;Return cores to Kaffa;;;;;;;;;;;;;;;;;;;;x,,
return_cores_KAF_desc;We hold provinces that Kaffa has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
return_cores_KAZ_title;Return cores to Kazakh;;;;;;;;;;;;;;;;;;;;x,,
return_cores_KAZ_desc;We hold provinces that Kazakh has claims on. Returning these provinces, as an act of good faith, would surely bolster our relations.;;;;;;;;;;;;x
